==================== AXHL REGULAR SEASON SCHEDULE - Created by Dakota ====================
Seed: 470499423435505196
 
"(HOME) Albany Devils VS (AWAY) Washington Capitals -> 2025-02-23, 9:55PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Dallas Stars -> 2025-03-03, 10:35PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Columus Cottonmouths -> 2025-03-03, 10:35PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-03, 10:35PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Cincinnati Cyclones -> 2025-03-03, 10:35PM EST"
"(HOME) Manitoba Moose VS (AWAY) Chicago Blackhawks -> 2025-03-03, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Carolina Hurricanes -> 2025-03-03, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Calgary Flames -> 2025-03-03, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Brampton Beast -> 2025-03-03, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Bloomington Bison -> 2025-03-03, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Albany Devils -> 2025-03-03, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Vegas Golden Knights -> 2025-03-03, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Vancouver Canucks -> 2025-03-03, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Utah HC -> 2025-03-03, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Toronto Maple Leafs -> 2025-03-03, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Toeldo Walleye -> 2025-03-03, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) TampaBay Lightning -> 2025-03-03, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Grand Rapids Griffins VS (AWAY) Washington Capitals -> 2025-03-04, 9:55PM EST"
"(HOME) Greenville Swamp Rabbits VS (AWAY) Florida Panthers -> 2025-03-04, 9:55PM EST"
"(HOME) Hershey Bears VS (AWAY) Edmonton Road Runners -> 2025-03-04, 9:55PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Edmonton Oilers -> 2025-03-04, 9:55PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Detroit Red Wings -> 2025-03-04, 9:55PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Dallas Stars -> 2025-03-04, 9:55PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Columus Cottonmouths -> 2025-03-04, 9:55PM EST"
"(HOME) Manitoba Moose VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-04, 9:55PM EST"
"(HOME) Minnesota Wild VS (AWAY) Cincinnati Cyclones -> 2025-03-04, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Chicago Blackhawks -> 2025-03-04, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Carolina Hurricanes -> 2025-03-04, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Calgary Flames -> 2025-03-04, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Brampton Beast -> 2025-03-04, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Bloomington Bison -> 2025-03-04, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Albany Devils -> 2025-03-04, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Vegas Golden Knights -> 2025-03-04, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Vancouver Canucks -> 2025-03-04, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Utah HC -> 2025-03-04, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Toronto Maple Leafs -> 2025-03-04, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Toeldo Walleye -> 2025-03-04, 9:55PM EST"
 
"(HOME) Greenville Swamp Rabbits VS (AWAY) Washington Capitals -> 2025-03-04, 10:35PM EST"
"(HOME) Hershey Bears VS (AWAY) Grand Rapids Griffins -> 2025-03-04, 10:35PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Florida Panthers -> 2025-03-04, 10:35PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Edmonton Road Runners -> 2025-03-04, 10:35PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Edmonton Oilers -> 2025-03-04, 10:35PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Detroit Red Wings -> 2025-03-04, 10:35PM EST"
"(HOME) Manitoba Moose VS (AWAY) Dallas Stars -> 2025-03-04, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Columus Cottonmouths -> 2025-03-04, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-04, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Cincinnati Cyclones -> 2025-03-04, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Chicago Blackhawks -> 2025-03-04, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Carolina Hurricanes -> 2025-03-04, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Calgary Flames -> 2025-03-04, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Brampton Beast -> 2025-03-04, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Bloomington Bison -> 2025-03-04, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Albany Devils -> 2025-03-04, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Vegas Golden Knights -> 2025-03-04, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Vancouver Canucks -> 2025-03-04, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Utah HC -> 2025-03-04, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Toronto Maple Leafs -> 2025-03-04, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Hershey Bears VS (AWAY) Washington Capitals -> 2025-03-05, 9:55PM EST"
"(HOME) Iowa Heartlanders VS (AWAY) Greenville Swamp Rabbits -> 2025-03-05, 9:55PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Grand Rapids Griffins -> 2025-03-05, 9:55PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Florida Panthers -> 2025-03-05, 9:55PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Edmonton Road Runners -> 2025-03-05, 9:55PM EST"
"(HOME) Manitoba Moose VS (AWAY) Edmonton Oilers -> 2025-03-05, 9:55PM EST"
"(HOME) Minnesota Wild VS (AWAY) Detroit Red Wings -> 2025-03-05, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Dallas Stars -> 2025-03-05, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Columus Cottonmouths -> 2025-03-05, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-05, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Cincinnati Cyclones -> 2025-03-05, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Chicago Blackhawks -> 2025-03-05, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Carolina Hurricanes -> 2025-03-05, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Calgary Flames -> 2025-03-05, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Brampton Beast -> 2025-03-05, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Bloomington Bison -> 2025-03-05, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Albany Devils -> 2025-03-05, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Vegas Golden Knights -> 2025-03-05, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Vancouver Canucks -> 2025-03-05, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Utah HC -> 2025-03-05, 9:55PM EST"
 
"(HOME) Iowa Heartlanders VS (AWAY) Washington Capitals -> 2025-03-05, 10:35PM EST"
"(HOME) Jacksonville Icemen VS (AWAY) Hershey Bears -> 2025-03-05, 10:35PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Greenville Swamp Rabbits -> 2025-03-05, 10:35PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Grand Rapids Griffins -> 2025-03-05, 10:35PM EST"
"(HOME) Manitoba Moose VS (AWAY) Florida Panthers -> 2025-03-05, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Edmonton Road Runners -> 2025-03-05, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Edmonton Oilers -> 2025-03-05, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Detroit Red Wings -> 2025-03-05, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Dallas Stars -> 2025-03-05, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Columus Cottonmouths -> 2025-03-05, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-05, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Cincinnati Cyclones -> 2025-03-05, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Chicago Blackhawks -> 2025-03-05, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Carolina Hurricanes -> 2025-03-05, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Calgary Flames -> 2025-03-05, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Brampton Beast -> 2025-03-05, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Bloomington Bison -> 2025-03-05, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Albany Devils -> 2025-03-05, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Vegas Golden Knights -> 2025-03-05, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Vancouver Canucks -> 2025-03-05, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Jacksonville Icemen VS (AWAY) Washington Capitals -> 2025-03-06, 9:55PM EST"
"(HOME) Lehigh Valley Phantoms VS (AWAY) Iowa Heartlanders -> 2025-03-06, 9:55PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Hershey Bears -> 2025-03-06, 9:55PM EST"
"(HOME) Manitoba Moose VS (AWAY) Greenville Swamp Rabbits -> 2025-03-06, 9:55PM EST"
"(HOME) Minnesota Wild VS (AWAY) Grand Rapids Griffins -> 2025-03-06, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Florida Panthers -> 2025-03-06, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Edmonton Road Runners -> 2025-03-06, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Edmonton Oilers -> 2025-03-06, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Detroit Red Wings -> 2025-03-06, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Dallas Stars -> 2025-03-06, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Columus Cottonmouths -> 2025-03-06, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-06, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Cincinnati Cyclones -> 2025-03-06, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Chicago Blackhawks -> 2025-03-06, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Carolina Hurricanes -> 2025-03-06, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Calgary Flames -> 2025-03-06, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Brampton Beast -> 2025-03-06, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Bloomington Bison -> 2025-03-06, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Albany Devils -> 2025-03-06, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Vegas Golden Knights -> 2025-03-06, 9:55PM EST"
 
"(HOME) Lehigh Valley Phantoms VS (AWAY) Washington Capitals -> 2025-03-06, 10:35PM EST"
"(HOME) Los Angeles Kings VS (AWAY) Jacksonville Icemen -> 2025-03-06, 10:35PM EST"
"(HOME) Manitoba Moose VS (AWAY) Iowa Heartlanders -> 2025-03-06, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Hershey Bears -> 2025-03-06, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Greenville Swamp Rabbits -> 2025-03-06, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Grand Rapids Griffins -> 2025-03-06, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Florida Panthers -> 2025-03-06, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Edmonton Road Runners -> 2025-03-06, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Edmonton Oilers -> 2025-03-06, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Detroit Red Wings -> 2025-03-06, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Dallas Stars -> 2025-03-06, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Columus Cottonmouths -> 2025-03-06, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-06, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Cincinnati Cyclones -> 2025-03-06, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Chicago Blackhawks -> 2025-03-06, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Carolina Hurricanes -> 2025-03-06, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Calgary Flames -> 2025-03-06, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Brampton Beast -> 2025-03-06, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Bloomington Bison -> 2025-03-06, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Albany Devils -> 2025-03-06, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Los Angeles Kings VS (AWAY) Washington Capitals -> 2025-03-09, 9:55PM EST"
"(HOME) Manitoba Moose VS (AWAY) Lehigh Valley Phantoms -> 2025-03-09, 9:55PM EST"
"(HOME) Minnesota Wild VS (AWAY) Jacksonville Icemen -> 2025-03-09, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Iowa Heartlanders -> 2025-03-09, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Hershey Bears -> 2025-03-09, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Greenville Swamp Rabbits -> 2025-03-09, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Grand Rapids Griffins -> 2025-03-09, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Florida Panthers -> 2025-03-09, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Edmonton Road Runners -> 2025-03-09, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Edmonton Oilers -> 2025-03-09, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Detroit Red Wings -> 2025-03-09, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Dallas Stars -> 2025-03-09, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Columus Cottonmouths -> 2025-03-09, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-09, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Cincinnati Cyclones -> 2025-03-09, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Chicago Blackhawks -> 2025-03-09, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Carolina Hurricanes -> 2025-03-09, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Calgary Flames -> 2025-03-09, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Brampton Beast -> 2025-03-09, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Bloomington Bison -> 2025-03-09, 9:55PM EST"
 
"(HOME) Manitoba Moose VS (AWAY) Washington Capitals -> 2025-03-09, 10:35PM EST"
"(HOME) Minnesota Wild VS (AWAY) Los Angeles Kings -> 2025-03-09, 10:35PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Lehigh Valley Phantoms -> 2025-03-09, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Jacksonville Icemen -> 2025-03-09, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Iowa Heartlanders -> 2025-03-09, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Hershey Bears -> 2025-03-09, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Greenville Swamp Rabbits -> 2025-03-09, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Grand Rapids Griffins -> 2025-03-09, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Florida Panthers -> 2025-03-09, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Edmonton Road Runners -> 2025-03-09, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Edmonton Oilers -> 2025-03-09, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Detroit Red Wings -> 2025-03-09, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Dallas Stars -> 2025-03-09, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Columus Cottonmouths -> 2025-03-09, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-09, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Cincinnati Cyclones -> 2025-03-09, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Chicago Blackhawks -> 2025-03-09, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Carolina Hurricanes -> 2025-03-09, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Calgary Flames -> 2025-03-09, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Brampton Beast -> 2025-03-09, 10:35PM EST"
 
====================================================================================================
 
"(HOME) Minnesota Wild VS (AWAY) Washington Capitals -> 2025-03-10, 9:55PM EST"
"(HOME) Montreal Canadiens VS (AWAY) Manitoba Moose -> 2025-03-10, 9:55PM EST"
"(HOME) New Haven Eagles VS (AWAY) Los Angeles Kings -> 2025-03-10, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Lehigh Valley Phantoms -> 2025-03-10, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Jacksonville Icemen -> 2025-03-10, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Iowa Heartlanders -> 2025-03-10, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Hershey Bears -> 2025-03-10, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Greenville Swamp Rabbits -> 2025-03-10, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Grand Rapids Griffins -> 2025-03-10, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Florida Panthers -> 2025-03-10, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Edmonton Road Runners -> 2025-03-10, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Edmonton Oilers -> 2025-03-10, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Detroit Red Wings -> 2025-03-10, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Dallas Stars -> 2025-03-10, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Columus Cottonmouths -> 2025-03-10, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-10, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Cincinnati Cyclones -> 2025-03-10, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Chicago Blackhawks -> 2025-03-10, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Carolina Hurricanes -> 2025-03-10, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Calgary Flames -> 2025-03-10, 9:55PM EST"
 
"(HOME) Montreal Canadiens VS (AWAY) Washington Capitals -> 2025-03-10, 10:35PM EST"
"(HOME) New Haven Eagles VS (AWAY) Minnesota Wild -> 2025-03-10, 10:35PM EST"
"(HOME) New Jersey Devils VS (AWAY) Manitoba Moose -> 2025-03-10, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) Los Angeles Kings -> 2025-03-10, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Lehigh Valley Phantoms -> 2025-03-10, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Jacksonville Icemen -> 2025-03-10, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Iowa Heartlanders -> 2025-03-10, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Hershey Bears -> 2025-03-10, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Greenville Swamp Rabbits -> 2025-03-10, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Grand Rapids Griffins -> 2025-03-10, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Florida Panthers -> 2025-03-10, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Edmonton Road Runners -> 2025-03-10, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Edmonton Oilers -> 2025-03-10, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Detroit Red Wings -> 2025-03-10, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Dallas Stars -> 2025-03-10, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Columus Cottonmouths -> 2025-03-10, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-10, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Cincinnati Cyclones -> 2025-03-10, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Chicago Blackhawks -> 2025-03-10, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Carolina Hurricanes -> 2025-03-10, 10:35PM EST"
 
====================================================================================================
 
"(HOME) New Haven Eagles VS (AWAY) Washington Capitals -> 2025-03-11, 9:55PM EST"
"(HOME) New Jersey Devils VS (AWAY) Montreal Canadiens -> 2025-03-11, 9:55PM EST"
"(HOME) New York Rangers VS (AWAY) Minnesota Wild -> 2025-03-11, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) Manitoba Moose -> 2025-03-11, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Los Angeles Kings -> 2025-03-11, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Lehigh Valley Phantoms -> 2025-03-11, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Jacksonville Icemen -> 2025-03-11, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Iowa Heartlanders -> 2025-03-11, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Hershey Bears -> 2025-03-11, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Greenville Swamp Rabbits -> 2025-03-11, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Grand Rapids Griffins -> 2025-03-11, 9:55PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Florida Panthers -> 2025-03-11, 9:55PM EST"
"(HOME) Utah HC VS (AWAY) Edmonton Road Runners -> 2025-03-11, 9:55PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Edmonton Oilers -> 2025-03-11, 9:55PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Detroit Red Wings -> 2025-03-11, 9:55PM EST"
"(HOME) Albany Devils VS (AWAY) Dallas Stars -> 2025-03-11, 9:55PM EST"
"(HOME) Bloomington Bison VS (AWAY) Columus Cottonmouths -> 2025-03-11, 9:55PM EST"
"(HOME) Brampton Beast VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-11, 9:55PM EST"
"(HOME) Calgary Flames VS (AWAY) Cincinnati Cyclones -> 2025-03-11, 9:55PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Chicago Blackhawks -> 2025-03-11, 9:55PM EST"
 
"(HOME) New Jersey Devils VS (AWAY) Washington Capitals -> 2025-03-11, 10:35PM EST"
"(HOME) New York Rangers VS (AWAY) New Haven Eagles -> 2025-03-11, 10:35PM EST"
"(HOME) Ontario Reign VS (AWAY) Montreal Canadiens -> 2025-03-11, 10:35PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) Minnesota Wild -> 2025-03-11, 10:35PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Manitoba Moose -> 2025-03-11, 10:35PM EST"
"(HOME) San Jose Sharks VS (AWAY) Los Angeles Kings -> 2025-03-11, 10:35PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Lehigh Valley Phantoms -> 2025-03-11, 10:35PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Jacksonville Icemen -> 2025-03-11, 10:35PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Iowa Heartlanders -> 2025-03-11, 10:35PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Hershey Bears -> 2025-03-11, 10:35PM EST"
"(HOME) Toronto Maple Leafs VS (AWAY) Greenville Swamp Rabbits -> 2025-03-11, 10:35PM EST"
"(HOME) Utah HC VS (AWAY) Grand Rapids Griffins -> 2025-03-11, 10:35PM EST"
"(HOME) Vancouver Canucks VS (AWAY) Florida Panthers -> 2025-03-11, 10:35PM EST"
"(HOME) Vegas Golden Knights VS (AWAY) Edmonton Road Runners -> 2025-03-11, 10:35PM EST"
"(HOME) Albany Devils VS (AWAY) Edmonton Oilers -> 2025-03-11, 10:35PM EST"
"(HOME) Bloomington Bison VS (AWAY) Detroit Red Wings -> 2025-03-11, 10:35PM EST"
"(HOME) Brampton Beast VS (AWAY) Dallas Stars -> 2025-03-11, 10:35PM EST"
"(HOME) Calgary Flames VS (AWAY) Columus Cottonmouths -> 2025-03-11, 10:35PM EST"
"(HOME) Carolina Hurricanes VS (AWAY) Cincinnati Mighty Ducks -> 2025-03-11, 10:35PM EST"
"(HOME) Chicago Blackhawks VS (AWAY) Cincinnati Cyclones -> 2025-03-11, 10:35PM EST"
 
====================================================================================================
 
"(HOME) New York Rangers VS (AWAY) Washington Capitals -> 2025-03-12, 9:55PM EST"
"(HOME) Ontario Reign VS (AWAY) New Jersey Devils -> 2025-03-12, 9:55PM EST"
"(HOME) Pittsburgh Penguins VS (AWAY) New Haven Eagles -> 2025-03-12, 9:55PM EST"
"(HOME) Saint John Sea Dogs VS (AWAY) Montreal Canadiens -> 2025-03-12, 9:55PM EST"
"(HOME) San Jose Sharks VS (AWAY) Minnesota Wild -> 2025-03-12, 9:55PM EST"
"(HOME) Springfield Thunderbirds VS (AWAY) Manitoba Moose -> 2025-03-12, 9:55PM EST"
"(HOME) Syracuse Crunch VS (AWAY) Los Angeles Kings -> 2025-03-12, 9:55PM EST"
"(HOME) TampaBay Lightning VS (AWAY) Lehigh Valley Phantoms -> 2025-03-12, 9:55PM EST"
"(HOME) Toeldo Walleye VS (AWAY) Jacksonville Icemen -> 2025-03-12, 9:55PM EST"
